-3.293500, -1.004193, 3.930483, 0.921042, 96934
-3.408928, -1.011726, 3.790997, 0.928424, 97583
-3.520294, -1.004757, 4.038276, 0.899036, 99298
-3.445446, -0.995860, 3.656216, 0.929578, 101444
-3.059413, -1.186492, 3.686183, 0.932437, 101473
-3.399097, -1.003498, 3.601768, 0.928147, 102420
-3.286146, -0.998373, 3.857607, 0.917216, 102623
-3.282138, -1.164324, 4.063399, 0.898122, 102632
-3.567929, -0.592668, 3.740735, 0.921381, 102848
-3.322435, -1.164992, 4.135524, 0.899345, 103211
-3.167792, -1.173167, 4.017919, 0.902843, 103214
-3.567581, -1.008426, 3.389898, 0.932166, 103340
-3.579144, -1.005965, 3.982679, 0.900445, 104088
-3.402151, -1.001451, 3.760872, 0.913096, 104161
-3.443427, -0.994211, 3.904219, 0.905260, 104187
-3.322654, -1.000189, 3.592966, 0.921715, 104241
-3.550010, -0.601792, 3.677936, 0.915602, 104335
-3.517437, -0.874903, 3.774861, 0.908853, 104345
-3.446789, -1.144720, 4.290182, 0.883225, 104376
-3.181166, -1.087722, 3.702824, 0.916883, 104433
-3.121018, -1.172243, 3.582893, 0.922351, 104509
-3.808034, -1.004229, 4.021369, 0.887467, 104587
-3.469886, -1.002830, 3.425793, 0.919496, 104898
-3.233471, -1.087406, 3.882137, 0.905335, 104935
-3.499772, -0.873820, 3.724862, 0.905060, 105000
-3.494324, -0.921323, 3.787543, 0.902054, 105009
-3.557036, -0.999095, 4.060213, 0.889573, 105031
-3.454059, -1.013605, 3.978699, 0.892928, 105138
-3.400586, -1.000040, 3.499929, 0.912755, 105178
-3.678006, -1.097175, 4.195313, 0.878111, 105221
-3.212403, -1.164526, 3.942860, 0.899951, 105326
-3.467890, -1.161217, 4.199375, 0.883269, 105342
-3.572011, -0.757772, 3.531614, 0.546492, 105568
-3.581046, -0.592392, 3.770813, 0.894490, 105616
-3.348545, -0.994233, 3.860578, 0.894865, 105624
-3.223647, -1.171880, 4.041605, 0.890420, 105641
-3.585500, -0.760324, 3.774477, 0.894582, 105714
-3.473337, -0.145595, 3.825327, 0.900484, 105812
-3.159325, -1.127151, 3.743730, 0.902901, 105872
-3.288877, -1.001086, 3.818104, 0.891216, 106215
-3.648054, -0.512160, 3.808567, 0.884204, 106220
-3.663002, -0.906552, 3.894035, 0.879800, 106226
-3.667101, -0.341196, 3.812047, 0.878197, 106342
-3.349839, -1.004657, 3.920877, 0.881062, 106346
-3.265813, -1.171884, 4.009456, 0.880059, 106359
-3.245910, -1.160792, 4.046560, 0.879779, 106366
-3.606715, -1.092814, 4.164958, 0.867548, 106373
-3.648457, -0.760915, 3.804562, 0.877872, 106440
-3.311927, -1.143661, 4.044382, 0.879317, 106461
-3.595213, -0.275066, 3.781047, 0.883072, 106464
-3.610710, -0.959178, 3.927158, 0.823185, 106465
-3.162796, -1.179191, 4.124350, 0.880630, 106471
-3.212145, -1.158202, 4.170792, 0.877493, 106475
-3.215007, -1.162953, 4.199340, 0.874795, 106477
-3.719650, -0.882978, 3.902316, 0.871244, 106558
-3.579298, -0.329917, 3.765171, 0.877433, 106656
-3.220471, -1.171568, 4.228661, 0.869938, 106680
-3.563439, -0.331827, 3.675126, 0.876399, 106728
-3.996489, -1.010087, 4.088790, 0.854821, 106754
-3.522373, -1.139752, 4.159979, 0.861104, 106918
-3.621591, -0.630633, 3.787416, 0.860695, 107046
-3.659408, -1.008756, 4.023541, 0.847925, 107072
-3.510911, -0.900615, 3.809320, 0.839285, 107143
-3.657214, -0.425408, 3.814554, 0.861801, 107150
-3.716928, -0.991940, 4.059062, 0.822924, 107161
-3.712469, -0.190438, 3.930119, 0.855108, 107164
-3.208382, -1.082560, 3.814854, 0.868284, 107219
-3.273039, -0.998044, 3.587203, 0.868427, 107278
-3.634552, -0.435081, 3.530153, 0.862757, 107285
-3.583324, -0.361590, 3.763041, 0.859429, 107319
-3.635447, -1.141620, 4.307478, 0.848592, 107356
-3.638423, -1.007604, 3.287302, 0.858003, 107392
-3.611543, -1.134740, 4.208014, 0.844137, 107450
-3.579484, -0.939822, 3.463758, 0.853863, 107493
-3.482488, -1.021424, 3.525203, 0.860546, 107496
-3.635428, -0.993761, 4.070750, 0.847470, 107537
-3.482778, -1.086602, 4.124609, 0.850198, 107539
-3.679548, -0.397955, 3.849917, 0.767914, 107540
-3.916646, -1.103524, 2.903221, 0.851307, 107567
-3.473764, -0.110437, 3.839678, 0.852469, 107615
-3.524035, -0.086931, 3.836358, 0.851399, 107617
-3.703026, -0.132786, 3.965430, 0.841257, 107638
-3.166447, -1.174488, 3.598962, 0.857299, 107673
-3.268561, -1.129453, 3.406459, 0.856318, 107676
-3.553634, -0.521471, 3.679398, 0.848467, 107692
-3.565930, -0.301401, 3.713542, 0.848570, 107700
-3.619591, -0.971331, 3.916345, 0.843544, 107714
-3.255058, -1.160761, 4.157843, 0.842517, 107728
-3.616344, -0.777189, 3.805633, 0.835532, 107792
-3.813951, -0.833097, 3.844761, 0.816705, 107812
-3.632174, -0.656047, 3.807071, 0.835409, 107853
-3.607387, -0.363736, 3.777487, 0.836844, 107854
-4.389156, -1.054339, 2.443614, 0.842228, 107875
-3.614167, -0.398389, 3.785053, 0.838546, 107926
-4.391346, -1.111876, 3.781147, 0.825450, 107933
-4.241138, -1.046868, 2.584788, 0.835380, 107956
-3.298722, -1.116485, 3.339714, 0.839174, 107958
-3.702643, -0.937277, 3.921412, 0.830239, 108002
-3.824674, -0.984182, 3.978585, 0.828980, 108004
-3.704888, -1.131844, 4.248184, 0.828484, 108015
-3.354923, -1.010036, 3.641094, 0.828877, 108060
-3.847439, -0.828276, 3.840590, 0.811687, 108070
-4.092387, -1.015437, 2.609561, 0.827753, 108116
-3.031265, -1.188967, 3.749896, 0.838904, 108135
-3.144558, -1.165917, 3.763135, 0.835291, 108154
-3.118008, -1.171784, 4.099954, 0.830088, 108169
-3.604170, -1.038250, 4.135396, 0.816460, 108190
-3.974948, -1.081492, 2.573756, 0.829826, 108208
-4.043852, -1.051860, 2.524034, 0.826672, 108212
-4.547798, -1.074974, 2.109906, 0.825887, 108215
-3.558031, -0.797624, 3.668890, 0.823161, 108259
-3.077838, -1.169839, 4.014849, 0.831606, 108264
-4.635406, -1.114749, 3.622149, 0.811606, 108275
-3.937222, -1.056174, 4.168598, 0.750247, 108303
-4.522878, -0.942038, 1.983646, 0.812070, 108305
-3.396806, -0.972236, 3.338901, 0.818136, 108322
-3.562508, -0.870861, 3.499194, 0.803361, 108339
-3.021383, -1.178730, 3.890750, 0.820158, 108352
-3.347074, -0.989436, 3.691687, 0.812826, 108353
-3.282908, -1.046443, 3.963218, 0.811593, 108370
-3.514226, -0.941463, 3.864940, 0.807789, 108373
-3.314623, -1.030242, 3.976133, 0.810633, 108374
-3.563012, -0.929544, 3.854978, 0.807066, 108375
-3.392777, -1.145437, 4.106007, 0.808197, 108394
-4.204273, -0.991538, 2.258916, 0.806798, 108407
-2.954991, -1.185956, 3.809921, 0.814409, 108430
-2.964315, -1.190672, 3.845079, 0.813509, 108435
-2.977780, -1.178241, 3.906537, 0.811918, 108442
-3.474148, -0.189856, 3.648207, 0.637668, 108448
-3.536500, -0.823712, 3.769274, 0.797774, 108459
-3.514614, -1.003279, 3.889995, 0.796746, 108466
-3.225197, -1.169490, 4.081215, 0.801332, 108469
-3.607232, -1.099617, 4.190227, 0.791046, 108491
-3.548176, -1.142002, 4.288692, 0.790412, 108498
-3.389786, -1.155021, 4.351051, 0.791466, 108503
-3.523132, -1.143453, 4.162332, 0.793270, 108505
-5.185009, -1.115388, 1.124024, 0.796778, 108507
-3.792058, -1.051182, 3.025814, 0.798227, 108521
-3.016974, -1.197630, 3.794868, 0.805114, 108525
-2.962871, -1.179327, 3.938347, 0.803975, 108529
-3.637388, -0.350675, 3.520807, 0.777180, 108533
-3.518384, -0.919713, 3.841192, 0.787039, 108551
