-3.629083, -0.991869, 3.335614, 0.928139, 90138
-3.401811, -0.996127, 3.319043, 0.910799, 93174
-3.241795, -1.003794, 3.608686, 0.889420, 94175
-3.707660, -0.935092, 3.381917, 0.923929, 94352
-3.455780, -0.998255, 3.217895, 0.912880, 95606
-3.276328, -1.004667, 3.590371, 0.885610, 96932
-3.295917, -1.008695, 3.934402, 0.874822, 96934
-3.729681, -0.332619, 3.484585, 0.914757, 97563
-3.415854, -1.009226, 3.793597, 0.878313, 97583
-3.365784, -0.994555, 3.374587, 0.893088, 97843
-3.334631, -0.999802, 3.433009, 0.886042, 98487
-3.197823, -1.178221, 3.389818, 0.882719, 98498
-3.548572, -0.996009, 3.272798, 0.901610, 98804
-3.592281, -0.354446, 3.577791, 0.891371, 99064
-3.574132, -0.829982, 3.553008, 0.890437, 99110
-3.625362, -0.787320, 3.524952, 0.892998, 99193
-3.587983, -0.424084, 3.579451, 0.892207, 99201
-3.259953, -1.092829, 3.483863, 0.879320, 99224
-3.532581, -1.011496, 4.047480, 0.764313, 99298
-3.327582, -1.081088, 3.335915, 0.886740, 99307
-3.460313, -0.929475, 3.682264, 0.874831, 99393
-3.601155, -0.871348, 3.464544, 0.892264, 99530
-3.621565, -0.530641, 3.524228, 0.893889, 99536
-3.195503, -1.174079, 3.555470, 0.872299, 99552
-3.281349, -1.089574, 3.427503, 0.877711, 99793
-3.566632, -0.973557, 3.415438, 0.884756, 99935
-3.075970, -1.183944, 3.533264, 0.861093, 99959
-3.436626, -0.999229, 3.598088, 0.873378, 100112
-3.424740, -1.016858, 3.697414, 0.868365, 100278
-3.639426, -0.285160, 3.494722, 0.892503, 100335
-3.619732, -0.762996, 3.531968, 0.881832, 100346
-3.601495, -0.998014, 3.318087, 0.887598, 100412
-3.576156, -0.284656, 3.607568, 0.879929, 100429
-3.412244, -1.001502, 3.562923, 0.870070, 100431
-3.168636, -1.179635, 3.313114, 0.872246, 100446
-3.573193, -0.346710, 3.621240, 0.879213, 100591
-3.312360, -1.162722, 3.219674, 0.880778, 100593
-3.608364, -0.765467, 3.556265, 0.877724, 100675
-3.626080, -0.304174, 3.517115, 0.887178, 100676
-3.594909, -0.616149, 3.582107, 0.877567, 100693
-3.566582, -0.999832, 3.344356, 0.881746, 100775
-3.356016, -1.144322, 3.208470, 0.880697, 100785
-3.359716, -0.999981, 3.463383, 0.869584, 100792
-3.248040, -1.168479, 3.391645, 0.868989, 100795
-3.650960, -1.012206, 4.120564, 0.856057, 100880
-3.173836, -1.179202, 3.528407, 0.847701, 101098
-3.437531, -1.009914, 3.922433, 0.853003, 101188
-3.056585, -1.203203, 3.814996, 0.841890, 101287
-3.117597, -1.174800, 3.870910, 0.848322, 101384
-3.450386, -0.996475, 3.656294, 0.859155, 101444
-3.065486, -1.201768, 3.695300, 0.849233, 101473
-3.745029, -0.998722, 3.344322, 0.875875, 101502
-3.295583, -1.011302, 3.821796, 0.847076, 101559
-3.573115, -0.313325, 3.614618, 0.863433, 101639
-3.573934, -1.156935, 4.298158, 0.843352, 101647
-3.299443, -1.156685, 3.252270, 0.867058, 101713
-3.298994, -1.002811, 3.778273, 0.849286, 101741
-3.183538, -1.094823, 3.625407, 0.851565, 101743
-3.485946, -0.961718, 3.795906, 0.634946, 101744
-3.107949, -1.148865, 3.642309, 0.849706, 101754
-3.149621, -1.181735, 3.766593, 0.844957, 101849
